,tickets,OPD,id,tickets_length,clean_tickets
98,Saya ingin menanyakan apakah Disdik Kota Malang mengizinkan pelajar SMP / MTs kelas IX untuk mengikuti test seleksi OSN tingkat SMA sesuai dengan juknis yang dikeluarkan kemendikbud ? Putra kami pelajar MTsN kelas IX ingin menambah pengalamannya dan mengukur kemampuannya di ajang OSN tingkat SMA 2017 Sampai saat ini kabar yang kami dapat bahwa sekolahnya hanya mendapatkan undangan untuk mengikuti OSN tingkat SMP saja. Saat ini putra kami dibina intensif oleh pihak sekolah dan masih berharap mendapatkan undangan dari Disdik Kota Malang untuk bisa mengikuti test seleksi OSN SMA 2017 bidang fisika. Mohon penjelasannya dan mohon maaf sebelumnya jika tidak sesuai alur sambat yang semestinya.,DINAS PENDIDIKAN KOTA MALANG,1,695,disdik kota malang izin ajar smp mts kelas ix test seleksi osn tingkat sma sesuai juknis kemendikbud putra ajar mtsn kelas ix alam ukur ajang osn tingkat sma kabar sekolah undang osn tingkat smp putra bina intensif sekolah harap undang disdik kota malang test seleksi osn sma bidang fisika mohon mohon maaf sesuai alur sambat mesti
99,"Apakah uang tarikan 60rb/anak utk pembelian ATK UNBK di SDN Sukun 1 dan ada juga uang tarikan lain utk tambahan jam pelajaran termasuk dlm kategori pungli? Dan ada juga tarikan2 lain yg dananya diambil dari uang paguyuban (yg dikelola wali murid), contoh_: perpisahan dll sebesar 240rb/anak ; kunjungan ke panti 25rb/anak",DINAS PENDIDIKAN KOTA MALANG,1,321,uang tari rbanak beli atk unbk sdn sukun uang tari jam ajar masuk kategori pungli tari dana ambil uang paguyuban kelola wali murid contoh pisah rbanak kunjung panti rbanak
100,"Apakah tarikan uang oleh guru/pihak sekolah utk biaya Ujian Nasional di SD (utk foto, pensil dll) dan tarikan uang utk tambahan jam pelajaran termasuk dlm kategori pungli? Mohon penjelasannya",DINAS PENDIDIKAN KOTA MALANG,1,191,tari uang gurupihak sekolah biaya uji nasional sd foto pensil tari uang jam ajar masuk kategori pungli mohon
101,"Apakah guru/sekolah/komite sekolah boleh menarik biaya ke wali murid utk UNBK, foto, perpisahan, tambahan jam pelajaran, bimbel Ganesha, dll. Dan biasanya ada biaya yg diambilkan dari uang paguyuban. Karena di SDN Sukun 1 ada tarikan tsb. Mohon penjelasannya. Trmks",DINAS PENDIDIKAN KOTA MALANG,1,265,gurusekolahkomite sekolah tarik biaya wali murid unbk foto pisah jam ajar bimbing ajar ganesha biaya ambil uang paguyuban sdn sukun tari mohon trmks
102,"Maaf pak/ bu ,hanya sekedar saran saja ,krn pembagian smp/ sma di kota malang menurut zona wilayah rasanya kurang merata. Smp/ sma favorit di kota malang itu kebetulan hanya disatu atau dua wilayah saja,kalau menurut rayon seperti tahun sebelumnya sepertinya lebih merata",DINAS PENDIDIKAN KOTA MALANG,1,271,maaf bu dar saran smp sma kota malang zona wilayah smp sma favorit kota malang wilayah sajakalau rayon
103,"Pak apa penerimaan ppdb smp sekarang tdk ada yg berdasarkan nilai un? Kalau melalui jalur wilayah rumah kami berada di zona 2 krn kelurahan kasin tapi letak rmh kami lebih dekat di zona 1 ,itu bagaimana pak?",DINAS PENDIDIKAN KOTA MALANG,1,207,terima ppdb smp dasar nilai un jalur wilayah rumah zona lurah kasin letak rumah zona
104,apakah benar thn ajaran 2019/2020 usia minimal masuk SD negeri (SDN madyopuro)minimal berusia 6thn 10bln? Kalau dibawah itu akan ditolak server dan tertinggal di kelas 1?,DINAS PENDIDIKAN KOTA MALANG,1,170,ajar usia minimal masuk sd negeri sdn madyopurominimal usia tolak server tinggal kelas
105,"APAKAH BENAR USIA MINIMAL MASUK SD HARUS 6,10TAHUN",DINAS PENDIDIKAN KOTA MALANG,1,50,usia minimal masuk sd
106,Saya ingin mempertanyakan PPDB untuk kelas 1 SD di kota malang. Mengapa tidak ada mekanisme yang jelas untuk jalur pendaftaran perpindahan tugas orang tua? Padahal di permendikbud disebutkan ada 2 jalur untuk SD yaitu zonasi dan perpindahan tugas orang tua. Saya sudah ke diknas dan diarahkan malah untuk langsung menemui kepala sekolah. Padahal di permendikbud 2 jalur tsb harusnya diakomodir.,DINAS PENDIDIKAN KOTA MALANG,1,394,ppdb kelas sd kota malang mekanisme jalur daftar pindah tugas orang tua permendikbud jalur sd zonasi pindah tugas orang tua diknas arah langsung temu kepala sekolah permendikbud jalur diakomodir
107,"slmt siang. Anak sy peserta ppdb smp zona 7, tp tdk diterima di sklh manapun. Tlg info sekolah yg kuotanya msh kurang. Trims",DINAS PENDIDIKAN KOTA MALANG,1,124,selamat siang anak ppdb smp zona terima sekolah tolong informasi sekolah kuota trims
108,Saran untuk Walikota (perwal) dan Dinas Pendidikan agar PPDB 2019 Khususnya SMP yang jalur prestasi tidak hanya perlombaan tetapi sesuai permendikbud 51 tahun 2018 bahwa ppdb jalur prestasi juga dapat berdasar nilai NUN sehingga Ujian Nasional masih memiliki pengaruh sebagai prestasi akademik,DINAS PENDIDIKAN KOTA MALANG,1,293,saran walikota perwal dinas didik ppdb khusus smp jalur prestasi lomba sesuai permendikbud ppdb jalur prestasi dasar nilai nun uji nasional milik pengaruh prestasi akademik
109,"saya mau tanya soal penerimaan siswa baru melalui program zonasi peminat untuk sklh SMPN 18 terlalu banyak sedang daya tampung sklh tidak memadai trus buat apa d adakan UN kalau ujung""nya hanya pakai zona apa tdk ada prioritas untuk pendaftar tercepat kl dengan sistem seperti ini akan banyak siswa yg masuk SMP swasta padahal peminat d SMP negri sangat banyak saya minta solusi untuk masalah saya dan jarak saya dr sklh tersebut tidak terlalu jauh 2429 itu berdasarkan apa,apa memakai google maps karena wilayah saya daerah kedawung masa lebih dekat ke SMP11 dr pd k SMP 18.Dan rata"" banyak yg dr kendalsari dan bukirsari masuk d situ trus apa gunanya ada nmr antrian pendaftaran kl daftar hari terakhir yg d terima sedang pendaftar tercepat tidak lolos.Mohon solusi untuk masalah ini.Terima kasih",DINAS PENDIDIKAN KOTA MALANG,1,798,terima siswa program zonasi minat sekolah smpn daya tampung sekolah d adakan un ujung pakai zona prioritas daftar cepat kl sistem siswa masuk smp swasta minat d smp negeri solusi jarak sekolah dasar apaapa pakai google maps wilayah daerah kedawung smp k smp kendalsari bukirsari masuk d situ nomor antri daftar kl daftar d terima daftar cepat lolosmohon solusi initerima kasih
110,"saya 2 hari yg lalu mau mendaftarkan adik saya ke SMA melalui PPDB online, saya sudah masuk di laman yg latihan pendaftaran, namun saya masih ragu untuk mengisi pilihan SMA tujuan, maka saya close, esok harinya saat saya mau login tidak bisa. Padahal saya belum mengisi pilihannya, bagaimana cara mereset data pendaftarannya ya? terimakasihastikan akan makin rusak Dan membahayakan pemakai jalan. Juga negosiasi dengan pabrik gula perlu di intensifkan untuk mencari win win solution. Warga butuh perlintasan tersebut sebagai jalur alternative pengganti jalan pasar induk gadang yg semrawut...",DINAS PENDIDIKAN KOTA MALANG,1,592,daftar adik sma ppdb masuk laman latih daftar ragu isi pilih sma tuju close esok login isi pilih mereset data daftar ya terimakasihastikan rusak bahaya pakai jalan negosiasi pabrik gula intensif cari menang menang solution warga butuh lintas jalur alternative ganti jalan pasar induk gadang semrawut
111,"Selamat malam, mohon untuk diteruskan ke pihak yang berwenang atau ke Mendikbud bila perlu. Sistem PPDB tahun ini sangat mengaduk - aduk emosi dan pikiran. Satu sisi kita sudah terbelenggu dengan sistem zona ditambah lagi dengan sistem yang sering error. Banyak anak dengan nama sama masuk di pemeringkatan zona dan UN dan ini terjadi menjelang penutupan pendaftaran sehingga membuat kalut para orang tua seperti saya. Contact center hanya nomor WA dan terakhir aktif pagi tadi jam 06:46 sehingga susah dihubungi. Mungkin banyak orang tua yang merasa dipermainkan dengan sistem seperti ini. Dan untuk salah satu institusi yang namanya tertera di laman PPDB saya percaya dengan nama besar anda dengan banyak melahirkan lulusan yang berkualitas, tolong untuk sistem ini dibenahi supaya tidak mengaduk-emosi kami. Kalau memang akan sinkronisasi tolong diinfo. Jangan tahu-tahu muncul nama double dan menghilangkan nama-nama yang sudah ada dipemeringkatan UN. Terima kasih. Wassalam.",DINAS PENDIDIKAN KOTA MALANG,1,979,selamat malam mohon wenang mendikbud sistem ppdb aduk aduk emosi pikir sisi belenggu sistem zona sistem error anak nama masuk peringkat zona un jelang tutup daftar kalut orang tua kontak center nomor wa aktif pagi jam susah hubung orang tua main sistem salah institusi nama tera laman ppdb percaya nama lahir lulus kualitas tolong sistem benah mengadukemosi sinkronisasi tolong info tahutahu muncul nama double hilang namanama peringkat un terima kasih wassalam
112,"mohon informasi apakah sdh ada solusi ppdb SMP yg carut marut kmrn terhadap siswa ""korban"" zonasi.. Apakah sdh ada pemetaan terhadap siswa2 ""korban"" zonasi dan apakah ada bantuan untuk siswa ""korban"" zonasi yg dirugikan oleh sistem ini... Segera pemkot bisa mengambil solusi kr bnyk dirugikan dg sistem ini",DINAS PENDIDIKAN KOTA MALANG,1,306,mohon informasi solusi ppdb smp carut marut kemarin hadap siswa korban zonasi meta hadap siswa korban zonasi bantu siswa korban zonasi rugi sistem perintah kota ambil solusi kr rugi sistem
113,"untuk sma negeri 10 malang penerimaan siswa baru daftar ulang dikenakan biaya 1469000,apakah hal itu wajar?sedang info bu khofifah gubernur jatim seragam dan spp di gratiskan. Yang bener mana? Da pembayaran pun harus di byar terakhir besok tanpa ada rentan waktu yang manusiawi. Agus jazuli.sawojajar",DINAS PENDIDIKAN KOTA MALANG,1,300,sma negeri malang terima siswa daftar ulang kena biaya wajarsedang informasi bu khofifah gubernur jatim seragam spp gratis bener da bayar bayar besok rentan manusiawi agus jazulisawojajar
114,Ada kabel yg menjuntai turun di depan kantor gudang garam laks. Martadinata no 78 kota lama. Kabel tulisan optik tapi bukan milik telkom atau PLN mohon bantuannya untuk dapat segera ditangani sebelum tertabrak kendaraan lalu putus. Terima kasih,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,244,kabel juntai turun kantor gudang garam laks martadinata nomor kota kabel tulis optik milik telkom pln mohon bantu tangan tabrak kendara putus terima kasih
115,"Selamat pagi.saya David warga jalan Brigjend slamet Riadi 45/10(Toko Profil Agung).Saya melaporkan untuk pohon tua yang berada di depan toko saya,kondisinya pohon cukup tua.akar pohon mulai tercabut dari tanah dengan ditandai pot nya pecah dan kemiringan terus bertambah.sudah dilaporkan ke dinas pertamanan dari bulan April 2018 cuma disuruh kirim foto tanpa ada tindakan apa2.ketua RT kami jg sdh mengkhawatirkan pohon tsb akan memakan korban kalo tumbang.terima kasih atas perhatiannya.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,489,selamat pagisaya david warga jalan brigjend slamet riadi toko profil agungsaya lapor pohon tua toko sayakondisinya pohon tuaakar pohon cabut tanah tanda pot nya pecah miring bertambahsudah lapor dinas taman april suruh kirim foto tindak apaketua rt khawatir pohon makan korban tumbangterima kasih perhati
116,"PJU padam disepanjang jalan Galunggung, depan ktr Kelurahan Gading Kasri ke arah utara sampai Lampu TL perempatan jl. Galunggung-jl. Tidar",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,138,pju padam jalan galunggung ktr lurah gading kasri arah utara lampu tl jalan galunggungjl tidar
117,"minta tolong untuk dinas yang berwenang terkait perapian pohon di samping rumah kami jalan kauman nomer 25 karena akar merusak paving dan cabangnya masuk ke halaman kami (rawan tumbang), atas perhatian Bapak/Ibu kami ucapkan terima kasih. Yohanes",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,246,tolong dinas wenang kait api pohon samping rumah jalan kaum nomor akar rusak paving cabang masuk halaman rawan tumbang perhati bapakibu terima kasih yohanes
118,"mohon direvisi penempatan penanaman pohon baru di depan area ruko kami mengganggu keluar masuk kendaraan di areal parkir. Sudah kami sampaikan kepada petugas lapangan yang bertugas, namun tidak ditanggapi. Alamat jl.raya tlogomas no.1 rt 1 rw7, tlogomas-lowokwaru. Terimakasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,277,mohon revisi tanam pohon area ruko ganggu masuk kendara areal parkir tugas lapang tugas tanggap alamat jlraya tlogomas nomor rt rw tlogomaslowokwaru terimakasih
119,"JL. BANDULAN BARAT, JALAN RUSAK MINIM PENERANGAN JALAN. KAPAN DIPERBAIKI??",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,74,jalan bandul barat jalan rusak minim terang jalan
120,pemukiman liar di DAS jl salahutu rw 10 Tidar.sangat mengganggu keamanan warga.karena sering mondar mandir di daerah perumahan kalau malam,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,138,mukim liar das jalan salahutu rw tidarsangat ganggu aman wargakarena mondar mandir daerah rumah malam
121,"Harap segera diperbaiki PJU mati, lokasi di jl.Bukit Dieng Blok B sampai Blok C, 
( jalan kembar menanjak, yg di kiri-kanan & tengahnya ada pohon palm yg tinggi) terima kasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,176,harap pju mati lokasi jlbukit dieng blok bb blok c jalan kembar tanjak kirikanan pohon palm terima kasih
122,POHON DEPAN JL.BURING NO 17 MALANG BATANG/RANTING POHON MENGGANGGU JALAN & KABEL LISTRIK,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,88,pohon jlburing nomor malang batangranting pohon ganggu jalan kabel listrik
123,"minta tolong untuk dinas yang berwenang terkait perapian pohon di depan rumah kami jalan buring nomer 31-35 karena terlalu tinggi dan cabangnya masuk ke halaman kami (rawan tumbang), atas perhatiannya terima kasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,214,tolong dinas wenang kait api pohon rumah jalan buring nomor cabang masuk halaman rawan tumbang perhati terima kasih
124,"aaf. Mengulangi sambat kami yg kemarin. pak. Sambat mohon diperiksa tentang keadaan pohon di gapura gg kami, jl kebalen Wétan gg III /grajen RT 02 RW 04 Kota lama kecamatan Kedung kandang Kodya Malang. Yang kondisi nya sudah lapuk ditengah dan bagian bawah hanya tinggal separuh. Saya nilai bisa membahayakan orang disekitar nya. Terima kasih. ada yg merusak mengambil, tiangnya masih ada, Kend yg parkir di per4an jl Agus Salim-Zainul Arifin menambah macêt, tolong ditertipkan",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,477,aaf ulang sambat kemarin sambat mohon periksa pohon gapura jalan balen wetan iii grajen rt rw kota camat kedung kandang kodya malang kondisi nya lapuk tinggal paruh nilai bahaya orang nya terima kasih rusak ambil tiang kend parkir peran jalan agus salimzainul arifin macet tolong tip
125,A.Tohir Ketua RT 05 RW 04 JL. Lowokdoro Gg 3 lampu penerangan kampung di depan Masjid /2 tiang mati sekitar 2 bln,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,113,atohir ketua rt rw jalan lowokdoro lampu terang kampung masjid tiang mati
126,ada pohon pinggir jalan yg terlalu rendah jika kena truck batang pohon bisa membahayakan pengemudi lainnya. Daerah sekitar Jl. Karya timur depan kantor TRAC. Mohon di tindak lanjuti. Terima kasih.,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,196,pohon pinggir jalan rendah kena truck batang pohon bahaya kemudi daerah jalan karya timur kantor trac mohon tindak terima kasih
127,"mohon segera diperbaiki beberapa PJU mati disepanjang jalan Raya Langsep, karena kalau malam sangat gelap & rawan laka/kejahatan, terima kasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,143,mohon pju mati jalan raya langsep malam gelap rawan lakakejahatan terima kasih
128,"Siang bapak, mau melaporkan pohon palem mati di Jalan Candi Jago 20 Blimbing Malang. Mohon dibantu untuk pemotongan. Terima kasih. Bambang S.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,141,siang lapor pohon palem mati jalan candi jago blimbing malang mohon bantu potong terima kasih bambang s
129,"pot tanaman di area fly over arjosari akhir2 ini banyak yang rusak / ngguling
jika memang disebabkan oleh oknum2 yg tdk bertanggung jawab mohon ditindak lanjuti
karena tidak mungkin pot sebesar dan seberat itu dpt ngguling sendiri tanpa ada yg mendorongnya
terimakasihelum musim hujan",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,287,pot tanam area fly over arjosari rusak ngguling oknum tanggung mohon tindak pot berat ngguling dorong terimakasihelum musim hujan
130,"mohon diperiksa tentang keadaan pohon di gapura gg kami, jl kebalen Wétan gg III /grajen RT 02 RW 04 Kota lama kecamatan Kedung kandang Kodya Malang. Yang kondisi nya sudah lapuk ditengah dan bagian bawah hanya tinggal separuh. Saya nilai bisa membahayakan orang disekitar nya. Terima kasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,291,mohon periksa pohon gapura jalan balen wetan iii grajen rt rw kota camat kedung kandang kodya malang kondisi nya lapuk tinggal paruh nilai bahaya orang nya terima kasih
131,tolong diadakan penertiban di taman-taman kota. seperti contohnya taman ijen/depan sma8. banyak penyalahgunaan pemuda untuk pacaran. apalagi di ja,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,146,tolong tertib tamantaman kota contoh taman ijendepan sma penyalahgunaan pemuda pacar
132,"Selamat siang. Saya mau memastikan, aturan biaya perpanjangan makam sekarang berapa ya ? Apa betul 20 ribu per tahun ? Terima kasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,132,selamat siang atur biaya makam ya ribu terima kasih
133,"Mohon segera diperbaiki, PJU mati disepanjang mulai jembatan bukit dieng terus ke barat +/- 500 meter, kalau malam sangat gelap & bahaya, trm kasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,148,mohon pju mati jembatan bukit dieng barat meter malam gelap bahaya terima kasih
134,POHON JALAN BURING PMI MENGGANGGU KABEL LISTRIK.,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,48,pohon jalan buring pmi ganggu kabel listrik
135,daerah aliran sungai rt 02 rw 10 kel pisang candi.hunian liar di DAS sangat mengganggu keamanan warga perumahan..gereja.karena penghuninya makin banyak,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,151,daerah alir sungai rt rw kel pisang candihunian liar das ganggu aman warga perumahangerejakarena hun
136,"lampu jalan di kiri jalan yang mengarah ke fly over di sekitar jalan A.yani mati hidup begitu terus jadi sangat menganggu perjalanan, tolong bohlamnya segera diganti agar lampu jalan bisa tetap menyala",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,201,lampu jalan kiri jalan arah fly over jalan ayan mati hidup menganggu jalan tolong bohlam ganti lampu jalan nyala
137,"kandang ternak di DAS perum salahutu tidar sangat mengganggu,karena baunya sangat menyengat.tolong di tindak lanjuti.karena kami jd tidak konsen ibadah",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,151,kandang ternak das perum salahutu tidar mengganggukarena bau menyengattolong tindak lanjutikarena konsen ibadah
138,bangunan liar dan kandang ternak di DAS Tidar sangat meresahkan.rumah semi permanen bermunculan dan bau ternak sangat mengganggu warga perumahan n gereja,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,153,bangun liar kandang ternak das tidar meresahkanrumah semi permanen muncul bau ternak ganggu warga rumah n gereja
139,"Selamat siang, mohon diperhatikan untuk yang berwenang, banyak ranting dan cabang pohon kering yang membahayakan pengguna jalan di jl. Besar Ijen dan segera untuk ditindak lanjuti, demikian terima kasih.",DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,203,selamat siang mohon perhati wenang ranting cabang pohon kering bahaya jalan jalan ijen tindak terima kasih
140,Membuat program untuk mengurangi polusi udara yang tercemar dengan salah satunya penghijauan atau penanaman pohon secara masal apalagi karena beberapa jalan yang tidak ditumbuhi tanaman dan membuat aktivitas pagi hari tidak efisien,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,231,program polusi udara cemar salah hijau tanam pohon massal jalan tumbuh tanam aktivitas pagi efisien
141,Mohon kepada disperkim untuk melakukan perantingan pohon di dekat Traffic Light Penyebrangan depan Cor Jesu arah ke utara dan di sepan SMP 20 arah ke selatan karena tertutup oleh pohon sehingga lampunya tidak terlihat dari jauh. Terima Kasih,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN KOTA MALANG,1,241,mohon disperkim laku anting pohon traffic light penyebrangan cor jesu arah utara sepan smp arah selatan tutup pohon lampu lihat terima kasih
142,mobil jam 2 sudah datang lagi di kyai tamin. Kapan mau ditindak? Papan perda dilarang berjualan buat apa dipasang. Seakan2 jalan sudah milik pribadi saja. Habis dipakai 5mtr. Menutup usaha dan fungsi jalan dan trotoar. Ditunggu tindak lanjut sambat.,SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,249,mobil jam kyai tamin tindak papan perda larang jual pasang jalan milik pribadi habis pakai motor tutup usaha fungsi jalan trotoar tunggu tindak sambat
143,"Di jalan Terusan Dieng 67 Malang berdiri ""Fault Bar"" yang TIDAK PUNYA IJIN & JUAL MINOL. Seringkali mengadakan Live MUsik & DJ yang dimulai Jam 21.00 sampai selesai tengah malam yang menyebabkan gangguan kebisingan tetangga. ak ada kode verifikasi masuk. Mohon sistemnya dibenerin pak saya ingin daftar aja susah :(",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,315,jalan dieng malang fault bar izin jual mol seringkali live musik dj jam selesai malam ganggu bising tetangga kode verifikasi masuk mohon sistem dibenerin daftar susah
144,"dimohon ditindak lanjuti soal anak2 Vandalis yg kian hari semakin menghawatirkan soal ulah mereka yg selalu mencorat coret tembok di berbagai sudut kota membuat kota terlihat semakin kumuh. Terima kasihi respon lama, bahkan tutup dan sampai menunggu lama hingga dibuka puskesmas nya. Tolong untuk Dinkes Kota Malang ditindaklanjuti kasus sprt ini.",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,347,mohon tindak anak vandal kian menghawatirkan ulah mencorat coret tembok sudut kota kota lihat kumuh terima kasih respon tutup tunggu buka puskesmas nya tolong dinkes kota malang ditindaklanjuti
145,mohon ditindaklanjuti di indomaret jl sarangan tepat nya yg jual makanan buka sampai dini hari jam 2 an dan suka banyak orang berkumpul (teman pegawai mungkin) semakin malam semakin gaduh dan menjadi2. trimskasi yang parah antara pertigaan dan sampai roti andalassuwon sangetmun tidak ada kode verifikasi masuk. Mohon sistemnya dibenerin pak saya ingin daftar aja susah :(,SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,372,mohon ditindaklanjuti indomaret jalan sarangan nya jual makan buka jam an suka orang kumpul teman pegawai malam gaduh trimskasi parah roti andalassuwon sangetmun kode verifikasi masuk mohon sistem dibenerin daftar susah
146,"selamat malam lur, di indomaret sarangan tepat nya yg jual kebab banyak org berkumpul dan gaduh sampai jam 2 , 3an pagi mohon ditindaklanjuti",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,141,selamat malam lur indomaret sarangan nya jual kebab orang kumpul gaduh jam an pagi mohon ditindaklanjuti
147,":MOHON APARAT MERAZIA RUMAH JL. RAJABASA 11A, SERING TERLIHAT MOTOR TANPA NOPOL NGUMPUL & PAKAI KNALPOT BRONG....MUNGKINKAH PENADAH MOTOR CURIAN ?",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,146,mohon aparat razia rumah jalan rajabasa a lihat motor nopol ngumpul pakai knalpot brongmungkinkah tadah motor curi
148,"alamat rumah orang yang membangun rumah 3 lantai dan bilang tidak perlu mengurus imb.Bpk sodikin.ibu indah.jln gunung agung utara 4.rt 03 rw 07 desa juwet barat kelurahan pisang candi kecamatan sukun.tolong di tertibkan biar tidak terkesan tebang pilihn kita pemilik rumah utk akses masuk rumah, itu apakah termasuk parkir liar dan bisa ditindak?",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,346,alamat rumah orang bangun rumah lantai bilang urus imbbpk sodikinibu indahjln gunung agung utara rt rw desa juwet barat lurah pisang candi camat sukuntolong tertib biar kes tebang pilihn milik rumah akses masuk rumah masuk parkir liar tindak
149,"Di dekat tempat tinggal saya daerah Jalan Gading Pesantren Blok 1 no 11A, ada rumah tinggal yang dibangun tanpa ijin dari warga sekitar dan dicurigai tidak ada Ijin Mendirikan Bangunan. Mohon dapat ditindak lanjuti karena hal ini menggangu warga sekitar dan sempat terjadi keributan.",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,283,tinggal daerah jalan gading pesantren blok nomor a rumah tinggal bangun izin warga curiga izin bangun mohon tindak menggangu warga ribut
150,"Gangguan Suara & pengunjung TRIANGLE Cafe jl soekarnoHatta, yang sering mabuk dan gaduh, musiknya juga sampai jam 3.00 masih terdengar",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,134,ganggu suara unjung triangle cafe jalan soekarnohatta mabuk gaduh musik jam dengar
151,"pendirian tower GSM dibelakang rumah saya, dihalaman hotel Montana 2 tidak berijin tetangga termasuk saya. Mengganggu dan membahayakan. Mohon di cek dan di bongkar",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,163,tower gsm rumah halaman hotel montana berijin tetangga masuk ganggu bahaya mohon cek bongkar
152,"saya via sambat online:
1. Tower GSM dibelakang rumah saya tdk berijin
2. Bangunan di PTP I & II banyak yg melanggar garis sempadan 
3. Kost2an di Ladiva PTP I banyak disalah gunakan (laki/perempuan) jam malam, parkir mobil, 
Sampai sekarang tdk direspon. Tksi tolong minta infonya terimakasih.  siapa ya mumpung belum hujan",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,328,via sambat tower gsm rumah berijin bangun ptp i ii langgar garis sempadan kostan ladiva ptp i salah lakiperempuan jam malam parkir mobil direspon tksi tolong informasi terimakasih ya mumpung hujan
153,"pak saya ini kan rakyat kecil, buka usaha tambal ban dijalan juga ga memakai badan jalan.kok ya tadi dapat kabar dari satpol pp mau digusur.minta tolong pak kami rakyat kecil ini diberi kesempatan untuk bekerja.lokasi di jalan galunggung dekat rubelan abc",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,255,rakyat buka usaha tambal ban jalan pakai badan jalankok ya kabar satpol pp digusurminta tolong rakyat bekerjalokasi jalan galunggung rubel abc
154,"Daerah aliran sungai di jalan tidar sukun malang,kenapa di penuhi bangunan liar.awalnya satu bangunan.sekarang berderet  kandang.rumah semi permanen",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,148,daerah alir sungai jalan tidar sukun malangkenapa penuh bangun liarawalnya bangunansekarang deret kandangrumah semi permanen
155,"mau tanya bapak,kenapa saya yang hanya membangun pagar setinggi 1 meter harus membuat IMB.sedang tetangga saya membangun rumah 3 lantai boleh tidak mengurus IMB.apa karena Bapak Sodikin.jln gunung agung utara 4.rt 03.rw 07. juwet barat.pisang candi sukun.. keluarga pengurus desa?(ibu nurhayati]",SATUAN POLISI PAMONG PRAJA KOTA MALANG,1,295,bapakkenapa bangun pagar meter imbsedang tetangga bangun rumah lantai urus imbapa sodikinjln gunung agung utara rt rw juwet baratpisang candi sukun keluarga urus desaibu nurhayati
